Company Name,Title,Role,Role url,Localisation,Type,Level,Description,Country,Region,City
Jobs via eFinancialCareers,Data Scientist - Benchmark/Analytics,Data Scientist,https://www.linkedin.com/jobs/view/3426354790/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=9KnxyecwMv4kZfAQ8qd1VQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Belfast, Irlandia Północna, Wielka Brytania",Pelny etat,Poczatkujacy,"Citi is a world-leading global bank. We have approximately 200 million customer accounts and a presence in more than 160 countries and jurisdictions worldwide. We provide consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. We enable clients to achieve their strategic financial objectives by providing them with cutting-edge ideas, best-in-class products and solutions, and unparalleled access to capital and liquidity.

Citi Belfast is one of the largest employers in Northern Ireland with a diverse and talented team of over 3000 people from over 40 different nationalities across our four Belfast offices.

We are the only global investment bank operating in Northern Ireland. Every day, our local experts interact with global teams in over 100 countries developing and supporting next-generation technology solutions for the enterprise and delivering critical services to the bank and its customers, to make sure we are a stronger and safer organization for our clients.

You will have a truly global reach, which will provide you with new experiences and development opportunities right here in Belfast's iconic Titanic Quarter.

Department Overview:

As a global institution Citi submits market data to a range of external benchmark administrators. To ensure a robust risk control environment across this activity, this role will entail reviewing a defined population of such submissions, undertaken across the global network, to ensure they are in line with defined standards, procedures and against market rates.

The Data Scientist is a developing professional role. Deals with most problems independently and has some latitude to solve complex problems. Integrates in-depth specialty area knowledge with a solid understanding of industry standards and practices.

This role is to be part of Markets Risk and Control (MKTS R&C) Global Benchmarks , supporting the oversight of benchmark activities across global Markets and Securities Services.

Role Overview:

The successful candidate will primarily hold responsibility for monitoring the data that has been submitted to Benchmarking Administrators.

You will support the Independent Post Submission Review (PSR) team to verify the validity of the data through various systems and processes, escalating any concerns identified and working with Business contacts to validate information.

This role will be suited to a graduate with experience of statistical analysis and/or programming, or an experienced individual who perhaps does not hold a degree but has proven experience in handling complex data and programming.

Responsibilities:
Working with our systems to review trends or patterns to data, to identify when an anomaly requires further investigation.
Supporting the PSR Team to maintain and update the requisite systems to continue to function as needed to appropriately monitor benchmark data.
Identifying when data sets do not follow expected trends and highlighting these to the Benchmarks PSR Supervisor for actions to be agreed
Supporting the Benchmarks PSR Supervisor to prepare information packs and presentations for Senior Management.
Undertaking ad-hoc requests from management as required
While this role will work on the analysis of Benchmark data, you will also support the wider Benchmarks team with deliverables where required. Other responsibilities may include for example; updating and enhancing global policies and procedures, control testing and inventories, ad hoc projects and remediation efforts in the conduct risk space

Qualifications:
This role would be suited to candidates who hold a Bachelors Degree or above in a highly quantitative field, such as Physics, Maths, Statistics, Quantitative Finance, Econometrics, Engineering or equivalent. However, this is not essential and proven experience in programming and / or statistical analysis will be also be considered
Relevant experience in risk, compliance, audit or regulatory functions.
Experience in working with the various risk and control systems and reporting requirements
Project management skills. Excellent organizational skills, ability to multitask and adapt to change.
Problem solver with the ability to translate plans in actions
Consistently demonstrates clear and concise written and verbal communication skills
Proficient in Microsoft Office with an emphasis on MS Excel
Experience of any of Python, R, VBA, SQL is beneficial
Self-motivated and detail oriented

Education:
Bachelor's/University degree or equivalent experience

Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.

What we Offer:

We work hard to have a positive financial and social impact on the communities we serve. In turn, we put our employees first and provide the best-in-class benefits they need to be well, live well and save well.

We'll provide you with the resources to meet your unique needs, empower you to make healthy decisions, and allow you to choose which benefits suit you and your personal life best.

Visit our Global Benefits page to learn more.

Highlights to our core benefits include:
Award winning pension
On-site health services
Private medical insurance packages to suit your personal circumstances
Paid parental leave
Generous holiday allowance starting at 27 Days plus bank holidays; increasing with tenure

Citi Belfast also champions diversity within our workforce, which helps us be well and live well together. We have over 40 different nationalities in our Northern Ireland offices, are a vocal supporter of LGBTQ+ rights, and are proud to have 47% of our leadership team made up of individuals who identify as women.

We encourage and lead inclusivity through our Pride, Disability, Multicultural, Families Matter, and Women affinity networks that are run by and for, Citi Belfast colleagues; providing them with the support they need in their personal and professional journeys and supplying them with the tools to help educate colleagues on all things related to each network to help us work better together.

Job Family Group:

Risk Management -------------------------------------------------

Job Family:

Business Risk & Controls ------------------------------------------------------

Time Type:

Full time ------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi"") invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi .

View the "" EEO is the Law "" poster. View the EEO is the Law Supplement .

View the EEO Policy Statement .

View the Pay Transparency Posting",Wielka Brytania,Irlandia Polnocna,Belfast
Virgin Media,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3418419768/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=V49i4loRMVA5roFRuhTB2Q%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Function:

Business Intelligence and Data Science

Closing Date:

27/01/2023

Virgin Media are on a mission to become the most recommended brand by our customers. The combination of 02 and VM have 46 million of them, so this is a big opportunity We have At the heart of this strategy is investing in data science and machine learning initiatives.

This role is a hands-on role working across multiple programs of working including personalisation, operations and network data science capabilities. You’ll be building ML models and writing code in real time services powering the virgin media digital products (website and apps), our marketing capabilities, network efficiency and ensuring our operations are running optimally. You’ll be part of a larger team of data scientists, and as a principal will be working to set direction and accelerate the most critical projects.

A normal week might look like reviewing prediction models, digging into data to look for opportunities, writing code for production services, doing code reviews for junior members, working with an established data engineering / ML Ops team to determine platform choices for data scientists to be most efficient and effective. You’ll work with stakeholders to determine how data science can optimize their processes, and then work with the wider team to bring those solutions to fruition.

We’re primarily a Google and Python shop. It’s fine if your background is in Azure, AWS or another cloud technology provider. Experience in cloud technologies in some manner is expected, as you’ll be expected to give guidance to more junior members of the team on optimal methods for interacting with these. You’ll work with other principals to be evaluating the current state of technologies to choose new ones as well, but primarily we build in house.

Apply for this job if you are a senior data scientist or ML engineer working on production ML backed services and looking to take the next step in your career. You’ll join a great team of product managers, software and ML engineers, data analysts and analyst engineers and data scientists!

The must haves:
Experience applying knowledge in statistics and machine learning to real world commercial problems
Experience bringing live services using machine learning and python to production.
Expert knowledge of Python and relevant libraries (numpy, pandas, matplotlib, Scikit-learn, tensorflow, etc…) knowledge in other programming languages is valuable, but this is a Python shop. (R, Matlab…)
Experience with things like CI/CD pipelines, Docker or similar, cloud hosting, good software engineering practices – we have an ML Ops team but as a principal you need to be familiar with why these things are good and how to use/do them
Experience working in an agile software development environment
Strong mathematics or statistics background gained through MSc/PhD education in scientific field / computer science
Ability to translate consumer business problems into data science use cases and requirements

Other stuff we're looking for:
Good interpersonal skills offering ability to explain complex techniques to non-technical audience
Focus on implementation and business impact of modelling through commercial acuity
Proactive and creative while considering approaches to use data to solve problems.
Advanced data preparation and munging skills with ability to transform data into suitable formats and outputs.
Ability to visualise and communicate findings in an understandable manner to non-technical users

What's in it for you?

We know that benefits mean so much more than the 'stuff' we can give you, so we offer a wide range of support, rewards and tools - all focused on helping you to prioritise what really matters.

All work and no play just isn't our style! We're already planning our future ways of working, for when life becomes a little more normal again. We're constantly evolving our approach to enable you to find a great work life balance.

If you go on to be successful in your application, some of the many benefits include:

25 days' annual leave, plus UK bank holidays

Annual bonus paid up to 15% of your annual salary

A defined contribution pension scheme, run by Fidelity, matched up to 10%

Access to wellbeing benefits such as the Unmind App, personal medical cover (which you can opt to upgrade to cover loved ones) and critical illness cover

Season ticket loans

Your birthday off every year, to treat yourself

The option to buy and sell up to 5 days leave, to suit your personal needs

Next steps

If you think you've got some amazing skills to offer us, and Virgin Media feels like a place where you can belong, we'd love to learn more about you. Once you've submitted an application the next steps of the process, if successful, are likely to include a two-stage interview process including technical and competency assessments.

When you apply, you'll be asked about any adjustments you might need to support the recruitment process. Let us know, and we'll be sure to discuss it with you.

Thanks for your patience in the meantime and for showing an interest in joining the Virgin Media family.Let us know, and we'll be sure to discuss it with you",Wielka Brytania,Anglia,Londyn
Michael Page,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3420712935/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=rropmDCOZvJ4uf4P4Y5GlA%3D%3D&trk=d_flagship3_search_srp_jobs,"Warwickshire, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Opportunity to work on a new digital data focused greenfield project |Data Scientist | Housing Association | Python | R | 6 month contract


About Our Client

A leading housing association

Job Description

Responsibility for using advanced data modelling technology and assist the business in making insights driven decisions.
This role will be at the forefront of enabling organisational change, as the client evolve as an innovative, digitally focused organisation
Extract, analyse and interpret large amounts of data from a range of sources, using algorithmic, data mining, artificial intelligence, machine learning and statistical tools, to make it accessible to the business
Present your findings back to key business areas in a clear and engaging manner and achieve success by advising business areas on any findings gleaned from utilising all available data sets and ensuring our data environment is reliable, secure, cost efficient, and strategically sound.
The Successful Applicant

Have exceptional Maths and analytical skills.
Have knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks etc and their real world advantages/drawbacks.
Have solid knowledge of various statistical techniques and experience using machine learning algorithms.
Have strong programming skills, especially R, Python
What's on Offer
6 month contract
Warwickshire based (Remote working offered)
£600 per day (outisde IR35)
Contact: Zeeshan Safdar

Quote job ref: JN-102022-5785662",Wielka Brytania,Anglia,Warwickshire
Ipsos UK,Audience Measurement - Data Scientist - Out Of Home Advertising,Data Scientist,https://www.linkedin.com/jobs/view/3395616521/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=1gRfUg%2B1Lbb6OU09xWb0fQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Are you looking to build your career in one of the world’s largest research Organisations?

Are you curious about how we consume technology, content and entertainment? The Audience Measurement team at Ipsos use deep understanding of people to make sense of audiences and how they consume technology, content and entertainment. We use these to influence media strategy, helping clients to answer crucial questions, such as how to target audiences, maximise attention across platforms, enhance audience experience, and demonstrate or increase audience value.

Keen to work on complex mathematical/scientific problems? Have experience using a range of advanced mathematical / physical models / statistical models /machine learning methods? ﻿If this is what you are looking for from your next role, then please read on....

We are recruiting for a Data Scientist who is passionate about solving problems specifically for our Out of Home Advertising team. We are seeking someone with a passion and high competence for mathematics, statistics modelling/understanding and programming skills working on production quality collaborative projects with emphasis on understanding and use of methods algorithms.

This is not your average data scientist role, this role is about giving you the autonomy to solve problems which directly impact our daily lives whether it is our television viewing habits, radio listening habits to other forms of media consumption. Creative, innovative, passion, flexibility, adaptability, tenacity and agile, these are just some of the words that describe the culture of our team. This is an opportunity for you to make an impact whilst also having a realistic chance to learn and develop your skills further.

Audience Measurement is one of Ipsos' global specialisms. Its core research expertise lies in counting and profiling viewers, listeners, readers and users of media. The Audience Measurement data and service is used by marketers and media agencies to manage and measure their advertising investment in media and by the media to help price their product, trade with advertisers and schedule content.

Data science is at the very heart of Ipsos projects and provides an important central resource covering large media industry measurement contracts, syndicated surveys and ad hoc insight projects.

The Data Science Unit has been created in Ipsos in direct response to the way the converging media and advertising market is moving. Their remit reflects the growing industry importance of Big Data, passive measurement technologies, complex modelling, data visualisation, data integration and calibration methodologies.

The role….

You will be an integral member of a team delivering advanced analytics and data science elements of complex research projects and you will continuously develop and extend your skill set.

Reporting to a Principal Data Scientist, the role will involve working on state-of-the-art out-of-home audience measurement solutions for domestic and international media markets.

What will I be doing?

This role is a central role in the day-to-day work of our specialised audience measurement data science team. Working in this role, you will be:
Developing and maintaining production quality data science software and pipelines systems for our out-of-home audience measurement contracts
Using mathematical modelling and machine learning to model human travel behaviour and demographics
Manipulating complex data from different sources and data processing in R, Python, SQL and Google Cloud Platform
Developing machine learning models with senior data scientist guidance
Writing and maintaining production quality code
Engaging with stakeholders across the business (internal and external).
Managing good professional relationships with clients and internal stakeholders
Advising the product team and stakeholders on how to use the data and analysis and communicating methodology and results

What do I need to bring with me?

Interest in and understanding of a range of mathematical / physical models / statistical models / machine learning methods, including:
Supervised and unsupervised learning, simulation, optimisation, graph theory and model validation
Strong intuition and enthusiasm for data including statistical and machine learning principles
Keen to work on hard mathematical/scientific problems with perseverance important
Competence in and interest in using multiple data sources, including wrangling of complex data
Strong programming and desirable experience of deployment of production standard code as part of data science workflows: Python or R - writing functionally and/or OOP
Experience in git with collaborative development of data science workflows / products desirable
Strong team player with ability and willingness to work independently, learn and to share knowledge
An interest in enriching data sets and modelling human and consumer behaviour
Bachelors or Masters in mathematically oriented discipline

About Us ...

Ipsos is one of the world’s largest market research companies with offices in 90 countries. We are an innovative, entrepreneurial, client-focused organisation, providing research services to over 5,000 clients worldwide. Proudly, we are the only global market research company that is still controlled and operated by market researchers. We aim to be intellectually curious and passionate researchers who set ourselves high standards and aim to work collaboratively to service our clients most effectively.

Our culture is unique - we have the entrepreneurial spirit and quirkiness of a small boutique, but we also have the resources, scale and diversity of a large global agency. We have more bright, friendly, hard-working and enthusiastic people, from more backgrounds, with more interests, skills and experiences to learn from. Our values are based on our diverse cultural backgrounds, helping us to be responsive, client-focused and flexible.

We are committed to equality, treating people fairly, promoting a positive and inclusive working environment and ensuring we have diversity of people and views. We recognise that this is important for our business success - a more diverse workforce will enable us to better reflect and understand the world we research and ultimately deliver better research and insight to our clients. We understand the importance of choice and offer a blended work environment, office and work from home. We also realise you may have commitments outside of work and will consider all flexible working applications - please highlight what you are looking for when you make your application.

If this is what you are looking for from your next role, we look forward to hearing from you!",Wielka Brytania,Anglia,Londyn
Gradfuel,Data Scientist (Graduate Role),Data Scientist,https://www.linkedin.com/jobs/view/3430707210/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=P8WoMuQdNTcZisGz5goWHw%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Ta oferta została pozyskana z tablicy ofert pracy. Więcej informacji
We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analysing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimisation and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Key Responsibilities

work closely with the business to identify issues and use data to propose solutions for effective decision making
build algorithms and design experiments to merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation
use machine learning tools and statistical techniques to produce solutions to problems
test data mining models to select the most appropriate ones for use on a project
maintain clear and coherent communication, both verbal and written, to understand data needs and report results
create clear reports that tell compelling stories about how customers or clients work with the business
assess the effectiveness of data sources and data-gathering techniques and improve data collection methods
horizon scan to stay up to date with the latest technology, techniques and methods
conduct research from which you'll develop prototypes and proof of concepts
look for opportunities to use insights/datasets/code/models across other functions in the organisation
stay curious and enthusiastic about using algorithms to solve problems and enthuse others to see the benefit of your work.

Requirements

Problem-solving skills
Communication skills
Teamwork skills
Investigative skills
Interest in statistics
Interest in predicting trends and identifying patterns
Innovative thinking
Observation skills
Critical thinking",Wielka Brytania,Anglia,Londyn
C4S Search,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3427505411/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=am0LOHm5AFGgWUc00e2QRA%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Ta oferta została pozyskana z tablicy ofert pracy. Więcej informacji
C4S Search is happy to be partnered with a new client, a team of highly skilled engineers and data scientists building a unique commercial decision engine for the hospitality industry. Their products are based on advanced data science and machine learning methods and have been recently acquired by a well-funded US start-up. They are a growing team of 40 people that will expand to 100 by mid 2023, and we operate independently while facing the scientific challenges of applying modern multivariate modeling techniques to commercial operations research. Their research covers a range of topics including time series analysis, Bayesian statistics, Monte Carlo simulations, and reinforcement learning. They maintain a Python codebase and are transitioning to a real-time microservices infrastructure. The data science team is focused on end-to-end model ownership and reproducibility, with model improvements driven by their impact on clients in their sophisticated validation framework.

As a Data Scientist, you will be responsible for developing highly granular forecasting algorithms for demand in the hospitality industry using modern machine learning techniques. You will expand the datasets and algorithm classes in use, and provide insights into algorithm behavior to communicate to customers. You will work as part of a 25-person science organization to drive a technology-driven shift in the hospitality industry using insights from Operations Research and advanced statistical modeling techniques.

You should have experience in building models with modern ML techniques and be proficient in Python and relevant libraries like pandas. Attention to code quality, including unit testing and validation pipelines, is important. The ability to work effectively in a cross-functional team and take ownership of your work is essential.

In this role, you will have the opportunity to work with cutting-edge technologies and practices such as: Python, Pandas, SciPy, Scikit-learn, NumPy, Tensorflow, PyMC3, Dask, Gurobi, Looker, and cloud-native technologies.

You will also be eligible for a market-tracking salary, options package at our parent company, unlimited vacation, and a supportive team environment.",Wielka Brytania,Anglia,Londyn
Harnham,Data Scientist - Credit Risk,Data Scientist,https://www.linkedin.com/jobs/view/3425903832/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=toNo8JbRNDPACxSA5%2Bm5vQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Data Scientist - Credit risk

London, United Kingdom

Salary up to: £70,000 + Benefits

As a Data Scientist at this company, you will be working for a well known credit company who are constantly looking to improve their machine-learning solutions.

The Company

This company has seen huge success since they were first created. They are looking for a credit risk specialist to take the team to the next level and develop models for credit risk modeling.

THE ROLE

Further Details Of The Role Are As Follows

As a Data Scientist within this team, you will develop business through Data Science and Machine Learning.
Derive insights from quantitative data
Create actionable plans
Carrying out plans to the end
Work with complex data sets
Lead the team
Build credit scoring models
Communicate complex findings to different audiences
Working hands-on, on a daily basis - Statistical and Machine Learning techniques
Also working with scorecard modelling
Come up with your own innovative ideas
Problem solve on a daily basis
Your Skills And Experience
Passion for Data Science
Exposure to Data Science and Quantitative methods
Good understanding of credit risk and scorecard modeling
Knowledge of back-office operations and finance
An advanced degree in Computer Science, Statistics or Mathematics
Experience running Data Science projects
A firm understanding of statistical and Machine Learning models
Experience working with Stakeholders and solving complex business solutions
The Benefits
Up to 70,000
+Benefits
How To Apply

Please register your interest by sending your CV to Charlotte York via the apply link on this page",Wielka Brytania,Anglia,Londyn
Atkins,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3420220520/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=Cbjz1qu1Gb%2BckzUqFuoiog%3D%3D&trk=d_flagship3_search_srp_jobs,"Londyn, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Atkins Building Design practice are committed to delivering project solutions in any sphere of the built environment that demonstrably improve the quality of life for those people who live, work and play within them. We do this using positive and pioneering technology and exploiting applied research and innovation, with data being the backbone to everything we develop. In support of this we have a dedicated multi-disciplinary research & innovation team, introducing a range of complementary skills to the more traditional design and engineering professionals. Through SNC-Lavalin’s significant industry position, we are involved in some of the world’s largest and most important building projects and this team is central to ensuring our designers deliver leading-edge solutions.

We are currently looking for a data scientist to work alongside our existing data science team working across a broad area of data analytics related to the built environment. This role will provide the opportunity to be directly involved in the delivery of a global giga project and explore new ways that data science can inform and improve the construction industry. The ideal candidate for this role would be someone who 3-5 years’ professional experience post-graduate working in an applied data analytics role within a commercial environment. Knowledge of the built environment sector and how new technology and data driven frameworks can create better places for people is preferable.

Full-time. London based (flexible).

Responsibilities
Work alongside the Head of Research & Innovation to develop practical and applicable data led solutions in response to innovation challenges.
Lead the scoping, design and delivery of data science outputs and projects for live built environment projects.
Prototype solutions, rapidly testing new ideas, debugging, and refactoring existing models.
Setting the data structure and building databases where relevant or supporting others to build databases.
Responsible for their code, continuously striving to improve code quality and impact.
Identify new opportunities to utilise data science to develop current design methodologies as well as new areas of service, both within Atkins and external partners.
Work collaboratively with a range of experts in support of organisational objectives.
Liaise with other elements of Atkins SNC-Lavalin to leverage the expertise and experience across the business as well as lead the implementation of new propositions developed.
Explore opportunities to apply research evidence and innovative technology solutions within the context of our design process and methodology.
Skills & Experience
Degree level qualification in Data Science, Computer Science, or similar field.
Masters level degree in Applied Data Analytics or similar would be preferable.
Broad knowledge of data science techniques, use cases and potential impact, as well as the tools and technologies.
Experience in applying data science and analysis in an applied research environment to meet commercial objectives.
Programming experience in languages such as; Python, SQL, R, VBA, apache spark,big query, Node.JS, or similar for the purpose of research, urban analytics, construction analytics or similar.
Demonstrable understanding of data ethics, data preparation and manipulation.
Familiar with technology, tools, project organisation and delivery related to the built environment and construction sector.
Behaviours
Ability to work independently as well as part of team constituting a range of discipline specialists and delivery teams.
Quick learner providing the ability to adapt to new technologies and methodologies.
Ability to drive analytical scope and methodology for projects, including shaping the models in reference to a commercial environment.
Demonstrable passion for staying one step ahead of the competition, testing and experimenting with new technologies and methodologies and encouraging immediate team to do so too.
The ability to use data to explore new opportunities for research in the built environment.
What we offer?

Atkins recognise that there are many well qualified people who are looking to further their career, but who cannot commit to full time employment. We support flexible working arrangements and are interested to discuss how we can accommodate individual requirements. As part of this commitment, we understand the need for a diverse and flexible workforce, where a work-life balance is important. So, by default Atkins offers flexible working, where there is no fixed 9 ‘till 5, no need for a 5-day week, no requirement for a full-time contract, and no requirement to spend all your working time in the office.

Rewards And Benefits

We offer a competitive salary that is regularly tested against other consultants with a default 25-days leave each year plus bank holidays and options to buy some or sell of that leave. Salary and benefits will be commensurate with experience and qualifications.

Please refer to our website for details of our full benefits package.

https://yourrewarduk.snclavalin.com/.

Training

Atkins is committed to developing its people both personally and professionally. Our colleagues have the advantage of access to a high ranging training portfolio and development activities designed to help make the best of individual’s abilities and talents. We also actively support staff in achieving corporate membership of relevant institutions.

Additional Information

This role may require security clearance and offers of employment will be dependent on obtaining the relevant level of clearance. If this is necessary, it will be discussed with you at interview. If applying to this role please do not make reference to (in conversation) or include in your application or CV, details of any current or previously held security clearance.

We are committed to promoting a diverse and inclusive community - a place where we can all be ourselves, thrive and develop. To help embed inclusion for all, from day one, we offer a range of family friendly, inclusive employment policies, flexible working arrangements and employee networks to support staff from different backgrounds. As an Equal Opportunities Employer, we value applications from all backgrounds, cultures and ability.

| |",Wielka Brytania,Anglia,Londyn
Nigel Frank International,Data Scientist - Fully remote EU,Data Scientist,https://www.linkedin.com/jobs/view/3425561656/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=nXNwVqqejombF503znBNyQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Anglia, Wielka Brytania",Zlecenie,Poczatkujacy,"My client in Norway is looking for an experienced Data Scientist to join their team on a contract basis. This is a fully remote role for candidates based in the EU.

The client are looking for candidates with the following experience:

Solid understanding of complete data science life Cycle.

Excellent understanding of MLOps.

Experience with optimising Algorithms

Competence with Deploying models and setting up a monitoring stack.

Using advanced Statistical Procedures to obtain actionable insights.

Hands on experience with cloud services offered for model building/deployment/monitoring.

A full mathematical background, a mathematical degree would be most beneficial.

Specific knowledge of or a keen interest in the maritime industry would be a plus.

If you're interested in this position, please reach out to me at b.brewis@nigelfrank.com and we can discuss! 😊",Wielka Brytania,Anglia,
British Airways,Graduate - Data Science,Data Scientist,https://www.linkedin.com/jobs/view/3395645549/?alternateChannel=search&refId=gQw7tjoVX68Ij3wlR2A%2BwA%3D%3D&trackingId=i4TGnt8%2FTdPXVulgpg%2BbRw%3D%3D&trk=d_flagship3_search_srp_jobs,"Heathrow, Anglia, Wielka Brytania",Pelny etat,Poczatkujacy,"Duration: Two years

Salary: £33,600

Location: London Heathrow

Application Closing Date: 18 January 2023

Start Date: September 2023

The Programme

Airlines are complex, everchanging and data rich, which means that the industry provides one of the most varied and interesting places for data and analytics professionals to work. Problems like determining the optimal mix of aircraft to buy for the next 20 years, or how to improve overbooking set up, requires a creative approach identifying and exploiting value from current and new data sources, applying advanced analytical techniques and visualisations.

You will apply your analytical skills to influence real life multi-million pound decisions from day one, making a tangible impact on the business as your recommendations, tools and models drive key business decisions.

You will provide the analytics input into key business projects. These projects cover all aspects of the airline from Operations to Network Planning to Commercial and have a big impact on the profitability, sustainability and customer satisfaction of our company by increasing revenue, reducing costs, helping to manage risks and optimising our customer experience. Because of this, you will have the opportunity to work across a variety of business functions and form close working relationships with decision makers and leaders within the business.

Across the programme, you will have the opportunity to develop your Data Science and Data Visualisation skills on a project by project basis across different areas of the business.

About You

Are you a curious, innovative thinker? Do you see yourself as a creative and collaborative problem solver with a talent for communicating complex ideas and who can apply your numerical competence to identify trends, patterns and insights from data?

From an academic point of view we are looking for a minimum of a 2:2 degree (with significant Numerical /Data Science / Advanced Analytics / Applied Statistics / Computer Science content) and a minimum of grade B at A-Level Maths (or equivalent).

What's in it for you?

Looking to join our graduate scheme? You won't be disappointed. Recently winning TargetJobs 'Most Popular Graduate Employer in the Transport, Logistics and Supply Chain' category, and being ranked #17 in the GTI Top 300 Graduate Employers, we can't wait to welcome you into the British Airways family.

Benefits

We have many benefits for graduates at British Airways, here are a handful to showcase the diversity of our graduate community
Part of the British Airways graduate network and community, with the opportunity to engage with graduates from all schemes in the business and learn from former graduates
Involvement in our ambitious sustainability vision, volunteering an active role to champion specific community groups including LGBTQ+ 'Flying Proud' and ethnic minority network 'BeMe'
Involvement in Community Investment programmes, taking part in fundraising challenges for partnership charities, supporting causes close to your heart
Volunteering in schools, colleges and universities, sharing personal experiences to inspire, motivate and coach students and support their potential to gain employment in the industry we love
Access to heavily discounted flights to globe trot, and a generous annual leave entitlement to turn your bucket list into reality
Further information & Next Steps

We are delighted that you are considering applying! Here’s some more information you may need about the application process:
All sections of your application need to be complete, including all online tests, by the deadline given
Due to high volumes of applications, you may only apply for one graduate programme. We would recommend for you to read about each graduate scheme before applying as only your first application will be considered
If you are successful with the online tests, you will be invited to complete a short video interview and application questions within a given timeframe
Across all stages of the application process, if you fail to submit by the deadline, your application will be automatically withdrawn.
Do you have any questions or need advice? We will be running weekly virtual drop in centres for applicants to talk to our recruitment team. Come along any Tuesday between 4pm-5pm by joining the MS teams link.

Join our graduate team to find out more about this programme where you can watch on demand a recent Live Q&A webinar by Using this link. Don’t forget to keep an eye on our main event page on the careers website to see any events you can join to find out more information and top tips, as well as which universities and events we will be attending.

Timelines for this recruitment process
Initial applications open between 6 October – 18 January 2023
If your initial application is successful, you will be invited to complete a video interview in February 2023
If your video interview is successful, you will be invited to a Virtual Assessment Centre in March 2023
For more information about our Data Science graduate scheme click here: https://careers.ba.com/data-analytics",Wielka Brytania,Anglia,Heathrow
