Company Name,Title,Role,Role url,Localisation,Type,Level,Description
Evolution,Machine Learning Engineer / Product Data and Back Office,Machine Learning,https://www.linkedin.com/jobs/view/3433726718/?alternateChannel=search&refId=hwbGo%2FeJLj7I0nms%2FOoX9w%3D%3D&trackingId=5VEF8wisYE3FBPSa73FhqA%3D%3D&trk=d_flagship3_search_srp_jobs,"Warszawa, Woj. Mazowieckie, Polska",Pelny etat,Poczatkujacy,"Job Description

We are searching for a passionate Machine Learning engineer/ software developer to join our Data Science team.

Qualifications

Main Duties & Responsibilities:

Design, build and maintain applications, pipelines and workflows for our data science use-cases;
Work closely with data scientists to bring prototype ML models to production;
Work with other teams to provide data and build cloud infrastructure for our ML solutions;
Take part in ML model maintenance, retraining and quality monitoring;
Work with business and technical stakeholders to select and design data science solutions;
Continuous learning about state-of-the-art technologies and practices in the data science and engineering domain.

Qualifications:

University degree in numerical field (Computer science, Machine Learning, Mathematics, Physics, Engineering, etc.);
Experience as software developer with at least one of the languages: Python, Scala, Java;
Experience with SQL and Big data processing frameworks such as Spark or Flink;
Experience with at least one ML framework and knowledge in at least one Machine Learning field such as regression, classification, clustering, optimisation, statistics.
Experience bringing a machine learning solution to production;
Experience with AWS or other cloud provider;
Highly proficient in spoken and written English;
Excellent communication skills and a pragmatic approach to problem-solving;
Willingness to learn and interest in the latest trends in programming and machine learning.

Nice to Have:

Experience with MLOps;
Knowledge of Scala and interest in functional programming highly appreciated;
Experience with Kafka, Clickhouse, Postgres, Kubernetes, Docker.

Additional Information

We offer:

Challenging work with the award-winning products in a dynamic international team;
Health insurance;
Professional and personal development;
Opportunities to progress within the company.

About Us

Evolution is a market-leading developer and provider of products and services for online casino entertainment. Our excellence is driven by over 16,000 EVOlutioneers across 30 markets worldwide, working in product innovation, software development, IT solutions, game hosting and business support. Evolution's dynamic and creative environment creates a unique opportunity for personal and professional growth.

Our integrated business-to-business solutions guarantee that our clients can always provide an unrivalled online entertainment experience to their players globally. We thrive on remaining an award-winning digital powerhouse of entertainment products and services with an ever-expanding line-up of product brands: Evolution Live, NetEnt, Red Tiger, Ezugi, Big Time Gaming, Nolimit City and DigiWheel.

Evolution is a Swedish company founded in 2006 and listed on Nasdaq Nordic (EVO).

Apply now

You're almost there!

We look forward to receiving your application. This will only take a minute to complete.

Upload CV

Connect with LinkedIn

Fill manually

Please read our Applicant Privacy Notice before submitting your application and note that by submitting your application, you accept our privacy policy and cookie policy as well as the privacy policy and terms of use of SmartRecruters, the platform we use for administrating CVs."
TELUS International,Online Data Analyst,Data Analyst,https://www.linkedin.com/jobs/view/3402151795/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=dwrt3HWalLH6s0jMs5LHBA%3D%3D&trk=d_flagship3_search_srp_jobs,"Katowice, Woj. Śląskie, Polska",Zlecenie,Poczatkujacy,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com


We are hiring freelance English and Polish speaking Online Data Analysts for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.


This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.


Requirements
Full Professional Proficiency in English and Polish
You must be living in Poland for the last 2 consecutive years
Ability to follow guidelines and do research online using search engines, online maps and website information
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Poland
Being open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)
Applicants must be 18 years or over. ID verification must be attached when submitting your application.


Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.


Why Join the TELUS International AI Community?
Earn extra income
Access to our community wellbeing initiative
Remote work & Location Independence
Be your own boss
Flexible Hours to fit in with your lifestyle
Be a part of an online community


If you have any questions, do not hesitate to contact us at sourcingteam82@telusinternational.ai"
TELUS International AI Data Solutions,REMOTE WORK | Data Analyst in Poland,Data Analyst,https://www.linkedin.com/jobs/view/3398567799/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=iNik7NfA6jvg0YX2lqW50A%3D%3D&trk=d_flagship3_search_srp_jobs,"Radom, Woj. Mazowieckie, Polska",Niepelny etat,Poczatkujacy,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com

We are hiring freelance English & Polish speaking Online Data Analyst for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.

This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.

Requirements
Full Professional Proficiency in English and Polsih
You must be living in Poland for the last 2 consecutive years
Ability to follow guidelines and do research online using search engines, online maps and website information
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Poland
Being open to work across a diverse set of Task Types (e.g. News, Audio tasks, Relevance)
Applicants must be 18 years or over. ID verification must be attached when submitting your application.

Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.

Why Join the TELUS International AI Community?
Earn extra income
Access to our community wellbeing initiative
Remote work & Location Independence
Be your own boss

What's next?
Create an account using the link: https://www.telusinternational.ai/cmp/contributor/jobs/available/718 , click the ""Sign Up"" button and fill the required fields. An email confirmation will be sent to your email to set your password and account. Then select ""Poland"" as your country and ""Polish (Poland)"" as your primary language. Then complete the registration process, do not forget to click the ""Apply"" button to start your application process for the project."
speedapp,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3396206660/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=t2yGz3S1KqSDJWuFXQezAg%3D%3D&trk=d_flagship3_search_srp_jobs,"Warszawa, Woj. Mazowieckie, Polska",Pelny etat,Poczatkujacy,"Ta oferta została pozyskana z tablicy ofert pracy. Więcej informacji
SpeedApp is an innovative and rapidly developing organization uniting experts in the IT and labor markets. We specialize in three areas: IT specialist outsourcing, IT recruitment, and IT projects implementation. We go above and beyond in our search for better solutions. We are bold and fast. We are a reliable partner for our candidates and clients.

For our Client we are looking for a Data Sciencist!

Data Scientist

KN/12/2022

Role and Responsibilities

Collaborating with company business divisions to identify, understand, and satisfy their informational needs
Taking ownership of technical mentoring or people's leadership
Analyzing data sets to discover trends and patterns that can be translated into business insights
Building models predicting future data and analyzing anomalies
Exploring user behavior to determine their segments.

Skills And Qualifications

Proficiency in programming with Python including scientific libraries, e.g.: Numpy, Pandas, Scikit-learn
Experience in Big Data and/or Business Intelligence domain (e.g. NoSQL databases, data warehouses, object stores, data ingestion, ETL process, cluster computing, data mining)
Experience with statistical analysis and data visualization
Experience in Machine Learning, Data Modeling and Predictive Analytics algorithms
Ability to solve complex analytical problems
Good command of English in speech and writing allowing free communication
Education degree in Computer Science, Mathematics, Statistics, or related fields (If you meet the majority of the aforementioned requirements this offer might be for you).

We offer

Team

Friendly atmosphere focused on teamwork
Wide range of trainings and a huge support in developing algorithmic skills
Opportunity to work in multiple projects
Working with the latest technologies on the market
Driving the research in unexplored domains
Shaping team skills toward meeting business objectives
Possibility to attend local and foreign conferences
Flexible working hours

Equipment

PC workstation/Laptop + 2 external monitors
OS: Linux

Benefits

Private medical care (possibility to add family members for free)
Multisport card
Life insurance
Lunch card
Variety of discounts
Unlimited free access to Copernicus Science Center for you and your friends

Location:

Office near Metro station
Attractive relocation package."
Majorel Polska,Privacy Data Analyst - Fluent French,Data Analyst,https://www.linkedin.com/jobs/view/3425948406/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=DSkd2CTL46S3hEOs1H8mfg%3D%3D&trk=d_flagship3_search_srp_jobs,"Gdańsk, Woj. Pomorskie, Polska",Pelny etat,Poczatkujacy,"Job Title: Privacy Data Analyst - Fluent French
Work Type: In Office
Location: Gdańsk

The Privacy Data Analyst is responsible for enforcing the policies for our clients products by analyzing requests under European Law Legislations from lawyers and private individuals by reviewing and processing privacy requests. You will also be responsible for handling users’ privacy requests for different workflows, following the client’s guidelines, which allow you to make sound decisions. You will have a thirst for knowledge, impeccable judgment and be comfortable operating in a fast paced, dynamic environment.


DUTIES & RESPONSIBILITIES

Review and process incoming privacy requests through online tools in French language and for various other markets as required using translation tools
Evaluate validity of each request in line with our clients policies
Continually educate yourself about changes to policies and protocols with the support of our Training and Quality Departments
Work closely with our clients policy specialists to address cases and regulatory inquiries using the clients response framework
Maintain a high level of quality in each case that you review
Achieve weekly productivity deliverables as part of daily workflow
Effectively collaborate with team members on a range of projects to improve internal efficiency and effectiveness
Develop skills in a number of different areas including data, tools and quality assessment


REQUIRED QUALIFICATIONS & EXPERIENCE

Fluency in written and spoken French and English is essential
Motivated by working in an environment that requires strong attention to detail
Excellent communication skills both verbal and written
Demonstrates ability to exercise impeccable judgment
Ability to work in a fast paced environment with complex requests
Ability to be flexible and adaptable to meet changing business needs
Good computer literacy with the ability to quickly learn new tools
B.A. or B.S. degree/masters or equivalent professional experience in online operations, privacy or legal support role desirable


Competencies

Initiative
Solution Orientation
Collaboration
Organizational Commitment
Customer Focus
Teamwork
Results Orientated
Attention to detail
Problem Solving & Information Gathering
Resilience & Adaptability


WHAT WE OFFER:

Our people are the heart-beat of our company. If you want to work in a multicultural, diverse environment with real opportunities to grow, then we’re the right choice. And, naturally, we can offer you all of the benefits of being part of a fast-growing, global business.


What we offer:

Wellness & Engagement Activities
Quarterly Performance Bonus
Relocation Support
Majorel Feel Good Program
Career & Personal Development
Competitive Salaries
Paid Annual Leave
Health Insurance
Full Product Training
Innovation Programs

Equal Opportunities at Majorel
Majorel is an equal opportunity employer that embraces diversity. We are committed to the principle of equal employment opportunities for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Majorel are based on business needs, job requirements and individual qualifications, without regard to gender, age, ethnicity, race, nationality, religion, disability, gender identity, sexual orientation, marital or civil partnership status or any other basis as protected by local law.
Majorel and its employees do not tolerate, engage in, or support Human Trafficking, Forced Labour or Child Labour of any kind through Majorel’s activities, including in its supply chain, or assist Majorel clients or any other party in doing so.

Disclaimer
The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All personnel may be required to perform duties outside of their normal responsibilities from time to time, as needed."
Bolt,"Data Scientist, Campaigns",Data Scientist,https://www.linkedin.com/jobs/view/3285030321/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=%2Fl%2BiaPFH28pcK7bQKRpKDQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Warszawa, Woj. Mazowieckie, Polska",Pelny etat,Poczatkujacy,"We are building a top European data science team focused on urban mobility and are looking for exceptional people to join our team. You will enjoy an opportunity to use your creativity in algorithm design and apply cutting-edge technologies to develop models, automate and optimize data-driven decisions and enable the entire organization to tap into the value of ML technologies. We partner with people from strong technology companies and computer science institutes.

Some examples of real life projects we work on:
Uplift modelling: identify users who likely respond to promo campaigns and cover its cost in the long term.
Customer segmentation: discover rider, driver and eater segments for efficient campaigns targeting.
Prioritize acquisition channels based on customer lifetime value.
Discover user sessions that may be converted only with discounts

Your daily adventures will include:
Machine learning and statistical model development and its deployment into production environment
Setting up A/B tests, collecting, interpreting its results and communicating to stakeholders
Studying historical user behaviour data to identify opportunities for optimisation
Implementation of causal inference framework to quantify causal effects of particular user campaigns
Working with a technical stack consisting of Python, Docker, SageMaker, Airflow, Redshiftn
Collaborating with data analysts, data scientists, product managers and software engineers in feature teams

We are looking for:
Industry experience in machine learning and data analytics (3+ years recommended)
Knowledge of statistics, probability and causal inference
Understanding experimental design such as A/B testing
Strong product thinking, ability to communicate and persuade, problem solving
Ability to map business and product problems on data science framework
Effective communication and problem solving
Familiarity with customer segmentation (RFM, HVC, LTV, CAC, similar audience models, etc.)
Proactive mindset, willingness to take initiative and work with little supervision
Team player with excellent communication skills
Experience writing complex SQL queries
Track record of deploying models to production and measuring the impact

You will get extra credits for:
Experience in modelling and successful implementation of causal inference
Ph.D. in Computer Science, statistics or related quantitative fields, or a Master's degree with equivalent industry experience
We get also excited if you have background in econometrics, operations research, simulation or quantitative analysis of behaviour"
Turing,Remote Machine Learning Developer Jobs,Machine Learning,https://www.linkedin.com/jobs/view/3415403753/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=YQY295DzReGLf3B9W65YCA%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"An AI-automated platform is looking for a RoR deloper. The selected candidate will collaborate with dedicated engineers and developers to deliver technology through web and mobile applications. The candidate will work on a product that will help students understand the material they are studying by using technology to surface relevant, machine-curated explanations. The company aims to help anyone learn anything by using proprietary algorithms that can summarize and curate sets of flashcards on any textbook in the world. This is a great opportunity for those who want to work with a tech-savvy and rapidly growing startup.

Job Responsibilities:

Work with the founding team developing new features
Improve as well as optimize the current codebase
Support product development and suggest an improvement
Build high-performance applications"
Turing,Remote Data Scientist Jobs,Data Scientist,https://www.linkedin.com/jobs/view/3415408404/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=XeNtr6qpgN6vDlg8ncHQcA%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A well-funded company that aims at rapidly transitioning traditional software to AI across several industries is looking to hire a Data Scientist. As a member of the team, you will take charge of the data science infrastructure and help push insights to scale the company’s operations. Presently, the company handles millions of tasks for businesses looking to scale their ML development. They are patronized by multiple industry leaders, including Samsung, Airbnb, NVIDIA, etc., and are valued at over $6.8 bn+. In this role, the selected candidate will have the opportunity to apply statistical models, design and interpret experiments, build high-performing dashboards, and contribute to the data structure while driving transparency and improvements.

Job Responsibilities:

Own end-to-end product analytics workflow, including formulating success metrics, socializing them across the organization, and creating dashboards/reports
Ensure product areas are performing in line with high expectations
Identify, diagnose, and recommend projects to scale performance
Identify operational efficiencies to the business to boost sustainable growth
Present data-based recommendations, design, run and analyze experiments
Apply statistical models to identify root causes and predict the future performances
Leverage machine learning or statistical models to solve various business problems
Offer meaningful insights and solve prediction problems
Conduct statistical and trend analysis to identify opportunities, highlight strengths, and provide recommendations

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
3+ broad years of industry experience in product data science
Strong proficiency in writing complex SQL queries
Core competency with data science tools such as Python (strongly preferred) or R
Experience with statistical modeling and experimental design
Possess a detail-oriented and analytical mindset to help boost critical business metrics
Skilled at transforming exploratory data analysis, statistical, machine learning, or algorithm ideas into concise, actionable visualizations and code, utilizing SQL and Python
Fluent in written and spoken English"
Turing,Remote Data Scientist Jobs,Data Scientist,https://www.linkedin.com/jobs/view/3415406377/?alternateChannel=search&refId=dF9BZlIYlkIVgNy0nNxrCw%3D%3D&trackingId=bnkeAVbM2gYSBsfS6zOFtQ%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A rapidly-growing company providing convenient design services for marketing teams is looking for a Data Scientist. The candidate will be responsible for creating algorithms and predictive models to extract the data and provide insights relevant to the business needs. The company is trusted by leading organizations including Okta, Microsoft, Cognizant, and hundreds more, with over $2 mn in funding. This is a great opportunity to collaborate with the team and contribute to solving problems creatively to reach ambitious goals. The role requires at least 6 hours of overlap with PST.

Job Responsibilities:

Extract data from multiple sources and communicate findings for useful insights
Use these insights to influence how an organization approaches business challenges
Leverage a combined knowledge of computer science and applications, modelling, statistics, analytics, and maths to solve problems
Sift and analyze data from multiple angles, looking for trends that highlight problems or opportunities
Communicate important information and insights to business and IT leaders
Make recommendations to adapt existing business strategies

Job Requirements:

Bachelor’s/Master’s degree in Computer Science (or equivalent experience)
Must be experienced with SQL
Proficiency with JavaScript and Angular is nice to have
Familiarity with common data science toolkits and data management tools
Ability to analyze data for trends and patterns, and make interpretations with a clear objective in mind
Familiarity with data management tools
Capable of working independently with team members from different backgrounds"
TELUS International AI Data Solutions,REMOTE WORK | Data Analyst in Poland,Data Analyst,https://www.linkedin.com/jobs/view/3411407910/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=%2FHlqOfHElTAduQX13nCDmA%3D%3D&trk=d_flagship3_search_srp_jobs,Nowy Sącz i okolice,Niepelny etat,Poczatkujacy,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com

We are hiring freelance English & Polish speaking Online Data Analyst for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.

This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.

Requirements
Full Professional Proficiency in English and Polsih
You must be living in Poland for the last 2 consecutive years
Ability to follow guidelines and do research online using search engines, online maps and website information
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Poland
Being open to work across a diverse set of Task Types (e.g. News, Audio tasks, Relevance)
Applicants must be 18 years or over. ID verification must be attached when submitting your application.

Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.

Why Join the TELUS International AI Community?
Earn extra income
Access to our community wellbeing initiative
Remote work & Location Independence
Be your own boss

What's next?
Create an account using the link: https://www.telusinternational.ai/cmp/contributor/jobs/available/718 , click the ""Sign Up"" button and fill the required fields. An email confirmation will be sent to your email to set your password and account. Then select ""Poland"" as your country and ""Polish (Poland)"" as your primary language. Then complete the registration process, do not forget to click the ""Apply"" button to start your application process for the project.


**NOTE**: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status."
TELUS International,Online Data Analyst,Data Analyst,https://www.linkedin.com/jobs/view/3402155351/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=Malf0ktSn9nKypIVseISNQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Tarnów, Woj. Małopolskie, Polska",Zlecenie,Poczatkujacy,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com


We are hiring freelance English and Polish speaking Online Data Analysts for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.


This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.


Requirements
Full Professional Proficiency in English and Polish
You must be living in Poland for the last 2 consecutive years
Ability to follow guidelines and do research online using search engines, online maps and website information
You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Poland
Being open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)
Applicants must be 18 years or over. ID verification must be attached when submitting your application.


Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.


Why Join the TELUS International AI Community?
Earn extra income
Access to our community wellbeing initiative
Remote work & Location Independence
Be your own boss
Flexible Hours to fit in with your lifestyle
Be a part of an online community


If you have any questions, do not hesitate to contact us at sourcingteam82@telusinternational.ai"
Turing,Remote Junior AI Developer Jobs,A.I.,https://www.linkedin.com/jobs/view/3415404352/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=Wf9AuuVfw%2BLEAOQkyHj4Rg%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"An emerging platform that promotes open innovation and active collaborative R&D among scientific communities all around the world, is looking for a Junior AI Developer. The selected candidate will be responsible for maintaining the code quality assurance and performing code reviews. Companies may use the platform to stay competitive and bring new products and services to the market faster through effective collaboration with the scientific communities. This role requires some overlap with the EST time zone.

Job Responsibilities:

The candidate must be able to transfer data between AWS at different locations
Construct cutting-edge machine learning models
Monitor, train, and analyze the model performance

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a software developer
Must have experience in Machine Learning, AI, and AWS
Prior expertise in implementing deep learning models is required
Must be a self-starter with strong analytical and problem-solving skills.
Posses communication, interpersonal, and collaborative skills that are second to none"
Opera,Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3315624686/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=mn8MaWgb8sA1H8OZQ4cEDg%3D%3D&trk=d_flagship3_search_srp_jobs,"Wrocław, Woj. Dolnośląskie, Polska",Pelny etat,Poczatkujacy,"We’re currently seeking data scientists to work on Opera products, help drive product and business decisions and to make our users happier!

In our daily work we prepare systematic analyses, dashboards and ad hoc reports. We also develop ideas and create tools to automate the assessment of user satisfaction with Opera products. Beyond systematic and well-defined tasks, we look for less obvious ways to explore and assess the Opera ecosystem.

Responsibilities
Designing and implementing data processing pipelines
Building dashboards and reports
Identifying, analyzing and interpreting trends and patterns in complex data sets
Developing prediction models using machine learning and statistical methods
Creating and performing tests, and analyzing data for useful insights
Minimum Qualifications
Experience with quantitative analysis
Experience with building data processing pipelines
Solid understanding of statistical analysis
Experience communicating analysis results
Applied statistics or experimentation (i.e. A/B testing) in real-life problems
Degree in either Math, Statistics, Computer Science, Physics, Engineering, or another technical field. Advanced degrees preferred
Experience in SQL and scripting language (Python)
Preferred Qualifications
Experience working with large datasets in cloud-based analytics platforms like BigQuery or similar
Familiarity with Business Intelligence solutions like Looker or similar
Experience with e-commerce
Experience with an internet-based company
About Us

Opera is a global web innovator with an engaged and growing base of hundreds of millions of monthly active users who seek a better internet experience. Building on over 25 years of innovation that started with browser products, Opera is now leveraging its brand and highly engaged user base in order to expand its business into new segments. Today, Opera offers users around the world a range of products and services that include PC and mobile browsers, the newsreader Opera News, and apps dedicated to gaming, fintech, e-commerce and classifieds.

Opera is headquartered in Oslo, Norway with major offices in Poland, China, Estonia and Sweden, as well as a presence in many additional countries. Opera is listed on the Nasdaq stock exchange under the “OPRA” ticker symbol."
Turing,Remote Data Scientist Jobs,Data Scientist,https://www.linkedin.com/jobs/view/3415406406/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=yeFpGCx%2BYZwX78ldg%2F6fqQ%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A rapidly growing AI company combining scientific prowess, a focus on impact, and entrepreneurial competence is looking for a Data Scientist. The selected candidate will work closely with experts on various unsolved mysteries and devote a substantial amount of time to research. The organization has been blending cutting-edge AI tech with the latest insights from natural sciences. This will be a full-time role that can convert to a long-term position. It requires an overlap with the CET timezone.

Job Responsibilities:

Create, improve, and train new deep-learning model variants
Design, run and enhance the ML pipeline for both models and datasets with data provenance control
Own initiatives from inception to completion - always influencing research from beginning to end
Internally and externally, communicate data-driven insights and recommendations to key stakeholders.

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a data scientist
Must have experience in Python, AI/ML, and DevOps
Knowledge of multitasking neural networks and transformers is a must
Nice to have a Natural Sciences background
Familiarity with Visual/Vision Transformers is nice to have
Knowledge of Q-Learning and multi-agent modeling is a plus
Designing, constructing, and transitioning deep neural networks to production is a must
Critical thinking and unbiased analysis abilities
Experience with cross-functional collaboration, preferably in research
Written and verbal communication"
Turing,Remote Data Scientist Jobs,Data Scientist,https://www.linkedin.com/jobs/view/3415402881/?alternateChannel=search&refId=%2BmO8GCTF%2B0Gfv5%2BbVqDrkg%3D%3D&trackingId=X%2BUcgsUs6t122Uoq1Ld%2FwA%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A high-growth company developing a user-friendly design tool that provides consumers with quality brand designs for all forms of communication, marketing, and sales needs is looking for a Data Scientist. The developer should be keen on dedicating a significant amount of time working with SQL on the core product. The company’s unique technology combines people and software to make high-quality designs quickly and efficiently while staying accessible. It has managed to raise more than $2 mn in funding so far. This is an exciting chance for developers to quickly make a name for themselves. It requires 6+ hours of overlap with the PST time zone.

Job Responsibilities:

Work on data mining techniques using state-of-the-art methods
Analyze statistical data and create high-value products
Tackle complex problems using a creative mindset and deliver innovative, elegant solutions
Build data models and verify the data integrity
Write clean, efficient, and reusable code

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a data scientist
Must have extensive experience with SQL
Sound knowledge of JavaScript and Angular is desirable
Nice to have prior experience in research or data science
Confident and skilled in technical abilities"
